review_id,review_text,sentiment_label,sentiment_score,identified_themes,bank
393,very good and safe for me!,positive,0.9998769760131836,['Other'],Commercial Bank of Ethiopia
394,it is best bank,positive,0.9997767806053162,['Other'],Commercial Bank of Ethiopia
395,"very good, but sometimes....",positive,0.9997310042381287,['Other'],Commercial Bank of Ethiopia
396,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,negative,-0.972727358341217,['Other'],Commercial Bank of Ethiopia
397,Why not allowed to pay for fuel?,negative,-0.9974955916404724,['Other'],Commercial Bank of Ethiopia
398,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,negative,-0.9962796568870544,"['Transaction Performance', 'User Interface & Experience']",Commercial Bank of Ethiopia
399,good job,positive,0.999835729598999,['Other'],Commercial Bank of Ethiopia
400,ቆንጆ ነው,negative,-0.7850591540336609,['Other'],Commercial Bank of Ethiopia
401,Great version,positive,0.9998726844787598,['User Interface & Experience'],Commercial Bank of Ethiopia
402,excellent,positive,0.9998434782028198,['User Interface & Experience'],Commercial Bank of Ethiopia
403,Good and easy to use,positive,0.9998656511306763,['User Interface & Experience'],Commercial Bank of Ethiopia
404,nice app and fast money transfer,positive,0.9994321465492249,"['Transaction Performance', 'User Interface & Experience']",Commercial Bank of Ethiopia
405,Really automated...,positive,0.8894491791725159,['Other'],Commercial Bank of Ethiopia
406,good App,positive,0.9998493194580078,['Other'],Commercial Bank of Ethiopia
407,bek betam kelal,positive,0.932547926902771,['Other'],Commercial Bank of Ethiopia
408,ምርጥ አፕ ነው ተመችቶኛል❤❤,negative,-0.8616330027580261,['Other'],Commercial Bank of Ethiopia
409,Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,negative,-0.9968405961990356,['Feature Requests'],Commercial Bank of Ethiopia
410,"very good, keep it up",positive,0.9998643398284912,['Other'],Commercial Bank of Ethiopia
411,there is some issue the process it delay,negative,-0.9957571625709534,['Transaction Performance'],Commercial Bank of Ethiopia
412,what an amazing application in Ethiopian Banking industry which is very interested one!,positive,0.9997572302818298,['User Interface & Experience'],Commercial Bank of Ethiopia
413,nice,positive,0.9998552799224854,['User Interface & Experience'],Commercial Bank of Ethiopia
414,interesting,positive,0.9998446702957153,['Other'],Commercial Bank of Ethiopia
415,very good,positive,0.9998520612716675,['Other'],Commercial Bank of Ethiopia
416,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
417,simple&fast!!!,positive,0.9997504353523254,['Other'],Commercial Bank of Ethiopia
418,best app,positive,0.999686598777771,['Other'],Commercial Bank of Ethiopia
419,great,positive,0.9998630285263062,['User Interface & Experience'],Commercial Bank of Ethiopia
420,it is very good app,positive,0.9998699426651001,['Other'],Commercial Bank of Ethiopia
421,best,positive,0.9997941851615906,['User Interface & Experience'],Commercial Bank of Ethiopia
422,It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,positive,0.999854326248169,['User Interface & Experience'],Commercial Bank of Ethiopia
423,Very God thanks,positive,0.9993305206298828,['Customer Support'],Commercial Bank of Ethiopia
424,The sum is good.,positive,0.9998589754104614,['Other'],Commercial Bank of Ethiopia
425,best of bests,positive,0.99969482421875,['Other'],Commercial Bank of Ethiopia
426,am happy thank you CBE🫡,positive,0.9998605251312256,['Customer Support'],Commercial Bank of Ethiopia
427,it's very nice 👍.,positive,0.9998632669448853,['User Interface & Experience'],Commercial Bank of Ethiopia
428,👍,negative,-0.6970564723014832,['Other'],Commercial Bank of Ethiopia
429,"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",negative,-0.9945583343505859,['Transaction Performance'],Commercial Bank of Ethiopia
430,Very good,positive,0.9998520612716675,['Other'],Commercial Bank of Ethiopia
431,halan garidhaa cbe,positive,0.9760899543762207,['Other'],Commercial Bank of Ethiopia
432,best apps for useing,positive,0.9989523887634277,['User Interface & Experience'],Commercial Bank of Ethiopia
433,like it,positive,0.9997184872627258,['Other'],Commercial Bank of Ethiopia
434,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
435,Good apps ...But fix the screenshot its not easy like before ......,negative,-0.9470352530479431,"['User Interface & Experience', 'Feature Requests']",Commercial Bank of Ethiopia
436,l love it,positive,0.9998722076416016,['Other'],Commercial Bank of Ethiopia
437,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",negative,-0.9912715554237366,"['Transaction Performance', 'User Interface & Experience']",Commercial Bank of Ethiopia
438,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
439,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
440,in this update why screenshoot is disabled now it's not working,negative,-0.9996315240859985,['Feature Requests'],Commercial Bank of Ethiopia
441,"realy I donot seen like this application ! fast ,safe ande confortable",positive,0.9892323017120361,"['Transaction Performance', 'User Interface & Experience']",Commercial Bank of Ethiopia
442,Excellent but needed upgrading!,positive,0.9263746738433838,['User Interface & Experience'],Commercial Bank of Ethiopia
443,Best app,positive,0.999686598777771,['Other'],Commercial Bank of Ethiopia
444,goods app!! pleace update this apps??,negative,-0.9845630526542664,['Feature Requests'],Commercial Bank of Ethiopia
445,"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",negative,-0.9977697134017944,"['Transaction Performance', 'Feature Requests']",Commercial Bank of Ethiopia
446,wow,positive,0.999592125415802,['Other'],Commercial Bank of Ethiopia
447,Fantastic app! I appreciate it very much,positive,0.9998745918273926,['Other'],Commercial Bank of Ethiopia
448,Convenient app,positive,0.9977468848228455,['Other'],Commercial Bank of Ethiopia
449,Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,negative,-0.9995678067207336,"['Account Access Issues', 'User Interface & Experience']",Commercial Bank of Ethiopia
450,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
451,It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,negative,-0.9995493292808533,['Feature Requests'],Commercial Bank of Ethiopia
452,why why u remove screen shoot😡😡,negative,-0.9993287324905396,['Other'],Commercial Bank of Ethiopia
453,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
454,"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",negative,-0.9996533393859863,"['Transaction Performance', 'Feature Requests']",Commercial Bank of Ethiopia
455,very nice one,positive,0.9998561143875122,['User Interface & Experience'],Commercial Bank of Ethiopia
456,good application,positive,0.999854564666748,['User Interface & Experience'],Commercial Bank of Ethiopia
457,problem solver and the best fast app,positive,0.9997761845588684,['Transaction Performance'],Commercial Bank of Ethiopia
458,ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,negative,-0.944585382938385,['Other'],Commercial Bank of Ethiopia
459,nice,positive,0.9998552799224854,['User Interface & Experience'],Commercial Bank of Ethiopia
460,Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,negative,-0.995722770690918,['Feature Requests'],Commercial Bank of Ethiopia
461,ok,positive,0.9997851252555847,['Other'],Commercial Bank of Ethiopia
462,you must added dark mode options ❗,negative,-0.9864996671676636,['Feature Requests'],Commercial Bank of Ethiopia
463,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
464,Thank you,positive,0.9998352527618408,['Customer Support'],Commercial Bank of Ethiopia
465,cbe,positive,0.9966009855270386,['Other'],Commercial Bank of Ethiopia
466,ممتاز جدا جدا,negative,-0.8608055114746094,['Other'],Commercial Bank of Ethiopia
467,very nice and convenient app,positive,0.9998267292976379,['User Interface & Experience'],Commercial Bank of Ethiopia
468,there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,negative,-0.9997902512550354,['Feature Requests'],Commercial Bank of Ethiopia
469,👍👍👍,negative,-0.6970564723014832,['Other'],Commercial Bank of Ethiopia
470,Very good,positive,0.9998520612716675,['Other'],Commercial Bank of Ethiopia
471,Great experience so far but why this app ain't working while developer mode is on?,negative,-0.9967141151428223,['User Interface & Experience'],Commercial Bank of Ethiopia
472,why did the screen shot stopped ?????,negative,-0.9990077614784241,['Other'],Commercial Bank of Ethiopia
473,nice,positive,0.9998552799224854,['User Interface & Experience'],Commercial Bank of Ethiopia
474,Best app,positive,0.999686598777771,['Other'],Commercial Bank of Ethiopia
475,it's genuine app..,positive,0.9998555183410645,['User Interface & Experience'],Commercial Bank of Ethiopia
476,okay 👌👍,positive,0.998088538646698,['Other'],Commercial Bank of Ethiopia
477,it's a very good application but sometimes it takes a long time to synchronize,negative,-0.9900750517845154,['User Interface & Experience'],Commercial Bank of Ethiopia
478,commercial dank...,negative,-0.9671615362167358,['Other'],Commercial Bank of Ethiopia
479,great,positive,0.9998630285263062,['User Interface & Experience'],Commercial Bank of Ethiopia
480,it's very good,positive,0.9998470544815063,['Other'],Commercial Bank of Ethiopia
481,to getting money,positive,0.8595291376113892,['Other'],Commercial Bank of Ethiopia
482,Best,positive,0.9997941851615906,['User Interface & Experience'],Commercial Bank of Ethiopia
483,some times it is difficult to get reciepts for the payment made,negative,-0.9993370175361633,['Other'],Commercial Bank of Ethiopia
484,this app is best,positive,0.9989839196205139,['Other'],Commercial Bank of Ethiopia
485,it's very useful,positive,0.9997983574867249,['User Interface & Experience'],Commercial Bank of Ethiopia
486,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
487,best app and update more features *****,positive,0.9995169639587402,['Feature Requests'],Commercial Bank of Ethiopia
488,best app for this vast digital finanical word,positive,0.9931873083114624,['Other'],Commercial Bank of Ethiopia
489,this app is my favorite application,positive,0.9985677003860474,['User Interface & Experience'],Commercial Bank of Ethiopia
490,Hooo I love this application,positive,0.9998517036437988,['User Interface & Experience'],Commercial Bank of Ethiopia
491,The app protects me from screenshot after update. Please make revision on the app.,positive,0.9525512456893921,['Feature Requests'],Commercial Bank of Ethiopia
492,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
493,nice app,positive,0.9998061060905457,['User Interface & Experience'],Commercial Bank of Ethiopia
494,Screenshot or slip not working,negative,-0.9997146725654602,['Feature Requests'],Commercial Bank of Ethiopia
495,perfect,positive,0.9998517036437988,['Other'],Commercial Bank of Ethiopia
496,thank you for help,positive,0.9998223185539246,['Customer Support'],Commercial Bank of Ethiopia
497,I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,negative,-0.9993658661842346,"['User Interface & Experience', 'Feature Requests']",Commercial Bank of Ethiopia
498,good app,positive,0.9998493194580078,['Other'],Commercial Bank of Ethiopia
499,Thise is helpfull and have good and easy for mobile money usage in ethiopia,positive,0.996585488319397,"['User Interface & Experience', 'Customer Support']",Commercial Bank of Ethiopia
500,thank you,positive,0.9998352527618408,['Customer Support'],Commercial Bank of Ethiopia
501,good app.,positive,0.9998503923416138,['Other'],Commercial Bank of Ethiopia
502,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
503,"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",negative,-0.9987834095954895,"['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Feature Requests']",Commercial Bank of Ethiopia
504,Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,negative,-0.9993410706520081,['Other'],Commercial Bank of Ethiopia
505,Good app,positive,0.9998493194580078,['Other'],Commercial Bank of Ethiopia
506,amazing👌🫶🙏,negative,-0.6970564723014832,['Other'],Commercial Bank of Ethiopia
507,What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,positive,0.9841668605804443,"['User Interface & Experience', 'Feature Requests']",Commercial Bank of Ethiopia
508,Wow its my in,positive,0.9993413090705872,['Other'],Commercial Bank of Ethiopia
509,In the lasted update you removed the capability to screenshot transactions.,negative,-0.998357355594635,"['Transaction Performance', 'Feature Requests']",Commercial Bank of Ethiopia
510,how do you disable screenshots on a banking app you are very unserious people,negative,-0.9976205229759216,['Feature Requests'],Commercial Bank of Ethiopia
511,no screenshot and biometrics on this version wtfk?,negative,-0.9994788765907288,['Feature Requests'],Commercial Bank of Ethiopia
512,very good,positive,0.9998520612716675,['Other'],Commercial Bank of Ethiopia
513,"Not Good, too lame to use",negative,-0.9997883439064026,['User Interface & Experience'],Commercial Bank of Ethiopia
514,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
515,ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,negative,-0.9662055373191833,['Other'],Commercial Bank of Ethiopia
516,CBE app is great,positive,0.9997064471244812,['User Interface & Experience'],Commercial Bank of Ethiopia
517,zaku,positive,0.9918259382247925,['Other'],Commercial Bank of Ethiopia
518,its good and saving time,positive,0.9998652935028076,['Other'],Commercial Bank of Ethiopia
519,"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",negative,-0.9968382120132446,"['Transaction Performance', 'User Interface & Experience', 'Customer Support', 'Feature Requests']",Commercial Bank of Ethiopia
520,"what went wrong, I couldn't take a screenshot.",negative,-0.9995883107185364,['Feature Requests'],Commercial Bank of Ethiopia
521,full,positive,0.9994632601737976,['Other'],Commercial Bank of Ethiopia
522,ok,positive,0.9997851252555847,['Other'],Commercial Bank of Ethiopia
523,App is crushing recently. Please update.,negative,-0.9964634776115417,['Feature Requests'],Commercial Bank of Ethiopia
524,It is good but why screenshot is forbidden,negative,-0.9100750088691711,['Feature Requests'],Commercial Bank of Ethiopia
525,Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,negative,-0.9997187256813049,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Commercial Bank of Ethiopia
526,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
527,very good app,positive,0.9998675584793091,['Other'],Commercial Bank of Ethiopia
528,best,positive,0.9997941851615906,['User Interface & Experience'],Commercial Bank of Ethiopia
529,New update version 5.0.9 keeps crashing it needs maintenance,negative,-0.9985888600349426,['Feature Requests'],Commercial Bank of Ethiopia
530,the update is unneeded,negative,-0.9976237416267395,['Feature Requests'],Commercial Bank of Ethiopia
531,Reliable bank,positive,0.9994505047798157,['Other'],Commercial Bank of Ethiopia
532,as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,negative,-0.9995331764221191,['Feature Requests'],Commercial Bank of Ethiopia
533,it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,negative,-0.8934972882270813,"['Account Access Issues', 'Transaction Performance']",Commercial Bank of Ethiopia
534,ጥሩነዉ።,negative,-0.7850591540336609,['Other'],Commercial Bank of Ethiopia
535,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
536,perfect app,positive,0.9998340606689453,['Other'],Commercial Bank of Ethiopia
537,It was nice but now it dose not opened the transactions,negative,-0.9970568418502808,"['Transaction Performance', 'User Interface & Experience']",Commercial Bank of Ethiopia
538,it's great,positive,0.9998691082000732,['User Interface & Experience'],Commercial Bank of Ethiopia
539,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
540,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
541,ኧረ ውረድ,negative,-0.7850591540336609,['Other'],Commercial Bank of Ethiopia
542,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
543,simple to use,positive,0.9970622658729553,['User Interface & Experience'],Commercial Bank of Ethiopia
544,The apps is good to use,positive,0.9998107552528381,['User Interface & Experience'],Commercial Bank of Ethiopia
545,It's best app but Please add(included) payment of water bill,positive,0.9458625316619873,['Other'],Commercial Bank of Ethiopia
546,the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,negative,-0.9920021295547485,"['Customer Support', 'Feature Requests']",Commercial Bank of Ethiopia
547,This is my favorite App,positive,0.9985333681106567,['Other'],Commercial Bank of Ethiopia
548,CBE i like,positive,0.9995959401130676,['Other'],Commercial Bank of Ethiopia
549,1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,negative,-0.998772919178009,['Account Access Issues'],Commercial Bank of Ethiopia
550,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
551,excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,positive,0.9994691014289856,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience', 'Customer Support']",Commercial Bank of Ethiopia
552,የሚገርም አፕ ተመችቶኛል 🙏❤,negative,-0.8616330027580261,['Other'],Commercial Bank of Ethiopia
553,Wow,positive,0.999592125415802,['Other'],Commercial Bank of Ethiopia
554,"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",negative,-0.9992368221282959,['Other'],Commercial Bank of Ethiopia
555,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
556,በጣም ጥሩ አፕልኬሽን ነው,negative,-0.8616330027580261,['Other'],Commercial Bank of Ethiopia
557,"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",negative,-0.9975922703742981,"['Account Access Issues', 'User Interface & Experience']",Commercial Bank of Ethiopia
558,Very attractive and user-friendly,positive,0.9998558759689331,['User Interface & Experience'],Commercial Bank of Ethiopia
559,Good apps,positive,0.9998608827590942,['Other'],Commercial Bank of Ethiopia
560,My special app and my proud bank of Ethiopia.,positive,0.999779999256134,['Other'],Commercial Bank of Ethiopia
561,The app need update it always crash,negative,-0.9979516863822937,['Feature Requests'],Commercial Bank of Ethiopia
562,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
563,It is very comfortable and simple to use!!! But whay standing order is not work?,negative,-0.618417501449585,['User Interface & Experience'],Commercial Bank of Ethiopia
564,"One of the best apps I have used ,",positive,0.999804675579071,['Other'],Commercial Bank of Ethiopia
565,Asela,positive,0.9828375577926636,['Other'],Commercial Bank of Ethiopia
566,I am appreciate this app,positive,0.9998001456260681,['Other'],Commercial Bank of Ethiopia
567,Wow,positive,0.999592125415802,['Other'],Commercial Bank of Ethiopia
568,Excellent app,positive,0.9998356103897095,['User Interface & Experience'],Commercial Bank of Ethiopia
569,I'm very happy using this app. Thanks to developers.,positive,0.9998389482498169,['Customer Support'],Commercial Bank of Ethiopia
570,CBE birr app is my best choice.,positive,0.9923669695854187,['Other'],Commercial Bank of Ethiopia
571,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
572,Exceptional/incredible,positive,0.9998782873153687,['Other'],Commercial Bank of Ethiopia
573,CBE,positive,0.9966009855270386,['Other'],Commercial Bank of Ethiopia
574,Joyful app,positive,0.9998759031295776,['Other'],Commercial Bank of Ethiopia
575,Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,negative,-0.9992684721946716,"['Transaction Performance', 'User Interface & Experience', 'Feature Requests']",Commercial Bank of Ethiopia
576,Good app,positive,0.9998493194580078,['Other'],Commercial Bank of Ethiopia
577,It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,negative,-0.9991734623908997,['Other'],Commercial Bank of Ethiopia
578,Simple and easy to use,positive,0.9997318387031555,['User Interface & Experience'],Commercial Bank of Ethiopia
579,it's not good app,negative,-0.9998034834861755,['Other'],Commercial Bank of Ethiopia
580,"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",negative,-0.9997072815895081,['Other'],Commercial Bank of Ethiopia
581,The great app CBE,positive,0.9937465190887451,['User Interface & Experience'],Commercial Bank of Ethiopia
582,Why it asks me Update repeatedly as soon as I download it !!,negative,-0.9959967136383057,['Feature Requests'],Commercial Bank of Ethiopia
583,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
584,Commercial Bnk Rate this,negative,-0.9637929201126099,['Other'],Commercial Bank of Ethiopia
585,ዋው,negative,-0.6970564723014832,['Other'],Commercial Bank of Ethiopia
586,It is good for many aspect. If I can get transactions report with time duration(periodically),positive,0.9993143081665039,['Transaction Performance'],Commercial Bank of Ethiopia
587,its so excellent app,positive,0.9998623132705688,['User Interface & Experience'],Commercial Bank of Ethiopia
588,Due to connection problem,negative,-0.9959508180618286,['Other'],Commercial Bank of Ethiopia
589,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
590,Best performing app,positive,0.9995966553688049,['User Interface & Experience'],Commercial Bank of Ethiopia
591,I love it,positive,0.9998799562454224,['Other'],Commercial Bank of Ethiopia
592,Best banck in Ethiopia,positive,0.9990218877792358,['Other'],Commercial Bank of Ethiopia
593,Best app,positive,0.999686598777771,['Other'],Commercial Bank of Ethiopia
594,Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,negative,-0.8035405278205872,"['User Interface & Experience', 'Feature Requests']",Commercial Bank of Ethiopia
595,Its good,positive,0.9998385906219482,['Other'],Commercial Bank of Ethiopia
596,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
597,Tashoo damisee,negative,-0.9614086747169495,['Other'],Commercial Bank of Ethiopia
598,Why don't install,negative,-0.9989054203033447,['Other'],Commercial Bank of Ethiopia
599,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
600,Ok,positive,0.9997851252555847,['Other'],Commercial Bank of Ethiopia
601,I'm glad to use it.,positive,0.9996554851531982,['User Interface & Experience'],Commercial Bank of Ethiopia
602,Very good thank you,positive,0.9998544454574585,['Customer Support'],Commercial Bank of Ethiopia
603,it's not working good,negative,-0.9997789263725281,['Other'],Commercial Bank of Ethiopia
604,I love it,positive,0.9998799562454224,['Other'],Commercial Bank of Ethiopia
605,Best service,positive,0.999809205532074,['Customer Support'],Commercial Bank of Ethiopia
606,Best best,positive,0.9998223185539246,['User Interface & Experience'],Commercial Bank of Ethiopia
607,👍,negative,-0.6970564723014832,['Other'],Commercial Bank of Ethiopia
608,I have been a customer of the Commercial Bank of Ethiopia for many years,positive,0.8422420620918274,['Customer Support'],Commercial Bank of Ethiopia
609,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
610,"We need this app to work properly, and it looks like an outdated",negative,-0.9998142123222351,['Other'],Commercial Bank of Ethiopia
611,NICE APP,positive,0.9998061060905457,['User Interface & Experience'],Commercial Bank of Ethiopia
612,አሊሳራኝ ም,negative,-0.7850591540336609,['Other'],Commercial Bank of Ethiopia
613,The app crashes too many times. It's a buggy app,negative,-0.9997268319129944,['Other'],Commercial Bank of Ethiopia
614,Best App,positive,0.999686598777771,['Other'],Commercial Bank of Ethiopia
615,good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
616,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
617,Thankz,positive,0.9998202919960022,['Customer Support'],Commercial Bank of Ethiopia
618,Verry good it is easy to use anything,positive,0.9995847344398499,['User Interface & Experience'],Commercial Bank of Ethiopia
619,Good,positive,0.9998161196708679,['Other'],Commercial Bank of Ethiopia
620,Nice,positive,0.9998552799224854,['User Interface & Experience'],Commercial Bank of Ethiopia
621,Its gopd,positive,0.7383987903594971,['Other'],Commercial Bank of Ethiopia
622,system problem,negative,-0.9995689988136292,['Other'],Commercial Bank of Ethiopia
623,So slow with Internet,negative,-0.9990552067756653,['Transaction Performance'],Commercial Bank of Ethiopia
624,I phone app is not working,negative,-0.9997590184211731,['Other'],Commercial Bank of Ethiopia
625,Sometimes it dosent work,negative,-0.7836253046989441,['Other'],Commercial Bank of Ethiopia
626,very good,positive,0.9998520612716675,['Other'],Commercial Bank of Ethiopia
627,It's very useful Apps,positive,0.999657392501831,['User Interface & Experience'],Commercial Bank of Ethiopia
628,It is better app,positive,0.9772394895553589,['User Interface & Experience'],Commercial Bank of Ethiopia
629,Good work very important,positive,0.9998600482940674,['Other'],Commercial Bank of Ethiopia
630,It is exlent app it is helful,positive,0.76986163854599,['Other'],Commercial Bank of Ethiopia
631,Nice,positive,0.9998552799224854,['User Interface & Experience'],Commercial Bank of Ethiopia
632,Best app I like,positive,0.9996886253356934,['Other'],Commercial Bank of Ethiopia
633,Best,positive,0.9997941851615906,['User Interface & Experience'],Commercial Bank of Ethiopia
634,No work,negative,-0.999386191368103,['Other'],Commercial Bank of Ethiopia
635,It don't work,negative,-0.9997726082801819,['Other'],Commercial Bank of Ethiopia
636,Bad security 🔓,negative,-0.9994636178016663,['Other'],Commercial Bank of Ethiopia
637,"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡",negative,-0.9996347427368164,['Other'],Commercial Bank of Ethiopia
638,Easy to Use and Effecent System.,negative,-0.9448724389076233,['User Interface & Experience'],Commercial Bank of Ethiopia
639,Great,positive,0.9998630285263062,['User Interface & Experience'],Commercial Bank of Ethiopia
640,የሞባይል ባንኪንጋችሁ ግብይትን ቀለል ያደርጋል,negative,-0.8832130432128906,['Other'],Commercial Bank of Ethiopia
641,It is good but i can not install the app why? And the other one is it is better to show the earliest transactions for instanse before 30 days ago,negative,-0.9948434829711914,"['Transaction Performance', 'User Interface & Experience']",Commercial Bank of Ethiopia
